place_name,place_id,yr,hpi_agg
West Virginia,WV,2017,817.19
West Virginia,WV,2018,833.98
West Virginia,WV,2019,870.28
West Virginia,WV,2020,900.16
West Virginia,WV,2021,1013.41
West Virginia,WV,2022,1119
West Virginia,WV,2023,1197.51
West Virginia,WV,2024,1268.32
West Virginia,WV,2025,655.63
Wyoming,WY,1991,414.38
Wyoming,WY,1992,437.27
Wyoming,WY,1993,471.5
Wyoming,WY,1994,523.98
Wyoming,WY,1995,560.61
Wyoming,WY,1996,583.46
Wyoming,WY,1997,597.77
Wyoming,WY,1998,616.43
Wyoming,WY,1999,635
Wyoming,WY,2000,664.69
Wyoming,WY,2001,696.45
Wyoming,WY,2002,754.78
Wyoming,WY,2003,809.88
Wyoming,WY,2004,888.73
Wyoming,WY,2005,988.17
Wyoming,WY,2006,1114.18
Wyoming,WY,2007,1210.22
Wyoming,WY,2008,1213.38
Wyoming,WY,2009,1152.66
Wyoming,WY,2010,1120.99
Wyoming,WY,2011,1122.64
Wyoming,WY,2012,1153.22
Wyoming,WY,2013,1176.52
Wyoming,WY,2014,1227.42
Wyoming,WY,2015,1268.45
Wyoming,WY,2016,1278.68
Wyoming,WY,2017,1301.31
Wyoming,WY,2018,1345.15
Wyoming,WY,2019,1414.4
Wyoming,WY,2020,1510.99
Wyoming,WY,2021,1713.23
Wyoming,WY,2022,1941.64
Wyoming,WY,2023,2017.86
Wyoming,WY,2024,2137.36
Wyoming,WY,2025,1111.42
